deck_id,avg_elixirCost,avg_card_usage,total_hitpoints,num_air,num_troop,num_spell,num_building,num_winconditions,num_cycle_cards,num_air_attackers,num_splash_cards,deck_name,deck_win_rate
245,4.12,8.86,7497.0,1.0,6.0,2.0,0.0,1.0,4.0,4.0,3.0,Deck 245,41.0
246,3.0,13.8,4900.0,0.0,4.0,3.0,1.0,0.0,5.0,4.0,3.0,Deck 246,41.0
247,4.12,7.12,10443.0,2.0,6.0,2.0,0.0,1.0,1.0,4.0,3.0,Deck 247,41.0
248,4.75,3.11,13443.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,Deck 248,41.0
249,4.62,3.14,12685.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,3.0,Deck 249,41.0
250,4.25,4.74,11615.0,2.0,6.0,2.0,0.0,1.0,3.0,4.0,4.0,Deck 250,41.0
252,3.25,5.79,4723.0,1.0,3.0,4.0,1.0,0.0,4.0,5.0,6.0,Deck 252,41.0
253,3.38,5.42,4613.0,0.0,3.0,4.0,1.0,0.0,3.0,5.0,7.0,Deck 253,41.0
254,3.38,11.47,9377.0,0.0,6.0,1.0,1.0,1.0,5.0,1.0,2.0,Deck 254,41.0
255,3.0,6.57,8060.0,1.0,5.0,3.0,0.0,1.0,5.0,4.0,4.0,Deck 255,41.0
256,3.75,6.91,8637.0,1.0,6.0,2.0,0.0,1.0,4.0,4.0,3.0,Deck 256,41.0
257,3.5,5.93,6990.0,1.0,5.0,2.0,1.0,0.0,3.0,3.0,3.0,Deck 257,41.0
258,3.25,7.07,8050.0,0.0,6.0,2.0,0.0,1.0,4.0,3.0,2.0,Deck 258,41.0
259,4.5,6.83,7432.0,1.0,6.0,2.0,0.0,2.0,2.0,4.0,3.0,Deck 259,41.0
260,3.12,6.65,7068.0,0.0,5.0,2.0,1.0,0.0,6.0,3.0,3.0,Deck 260,41.0
261,3.5,7.67,6233.0,1.0,5.0,2.0,1.0,0.0,5.0,4.0,3.0,Deck 261,41.0
262,3.38,6.94,6813.0,1.0,5.0,2.0,1.0,0.0,4.0,3.0,3.0,Deck 262,41.0
263,3.25,4.42,7401.0,1.0,6.0,2.0,0.0,0.0,3.0,3.0,3.0,Deck 263,41.0
264,2.62,14.12,5386.0,0.0,5.0,2.0,1.0,0.0,6.0,3.0,4.0,Deck 264,41.0
265,3.38,3.69,8417.0,1.0,6.0,2.0,0.0,0.0,3.0,2.0,2.0,Deck 265,41.0
266,2.88,14.66,6218.0,0.0,5.0,2.0,1.0,1.0,5.0,3.0,3.0,Deck 266,41.0
268,3.75,7.89,7787.0,2.0,6.0,2.0,0.0,1.0,4.0,4.0,4.0,Deck 268,41.0
269,4.12,6.1,7856.0,4.0,5.0,2.0,1.0,1.0,3.0,4.0,2.0,Deck 269,41.0
270,3.75,13.29,8351.0,0.0,6.0,2.0,0.0,1.0,5.0,2.0,3.0,Deck 270,41.0
